instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
21658,Bryce Vine,Bella (feat. Emma Zander),63,0.286,0.756,199654,0.58,5.31E-06,A,0.133,-4.8,Minor,0.0375,124.127,4-Apr,0.402,Rap
86959,Lil Peep,Absolute in Doubt,66,0.0219,0.733,227027,0.66,0,E,0.151,-6.87,Minor,0.0436,138.034,4-Apr,0.259,Rap
32958,Lil Durk,Instigator,55,0.0309,0.67,161066,0.711,0,F,0.107,-5.274,Major,0.417,111.373,4-Apr,0.433,Rap
31620,Juicy J,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",67,0.0111,0.596,206567,0.815,0,F#,0.174,-5.668,Minor,0.0755,?,4-Apr,0.459,Rap
27633,Lil Durk,My Beyoncé,58,0.319,0.723,279507,0.633,0,A,0.122,-5.615,Minor,0.0571,138.071,4-Apr,0.503,Rap
46619,J. Cole,Forbidden Fruit,68,0.548,0.838,268667,0.505,0.00127,C#,0.211,-9.354,Major,0.383,110.029,4-Apr,0.407,Rap
69342,empty_field,High (feat. Elton John),73,0.223,0.759,195160,0.498,5.84E-05,A#,0.406,-10.615,Major,0.0776,126.972,4-Apr,0.244,Rap
56204,Young Dolph,How U Luv Dat,56,0.163,0.751,146333,0.71,0,G#,0.179,-4.586,Major,0.0858,147.183,4-Apr,0.631,Rap
45339,Kesha,Take It Off,61,4.14E-05,0.729,215200,0.675,0.00126,F,0.0867,-5.292,Minor,0.0286,125.036,4-Apr,0.74,Rap
56077,empty_field,Not For Radio,57,0.0671,0.494,202515,0.802,0,E,0.176,-5.08,Minor,0.412,?,5-Apr,0.453,Rap
68166,Upchurch,Country Cut Celebrity,53,0.0871,0.91,184802,0.422,0,D,0.141,-8.868,Minor,0.298,139.975,4-Apr,0.167,Rap
73867,French Montana,A Lie,61,0.0235,0.516,226790,0.792,0,C#,0.404,-5.38,Minor,0.216,121.189,5-Apr,0.524,Rap
58168,1takejay,To Da Neck,56,0.0212,0.922,142571,0.577,0,B,0.134,-6.922,Minor,0.292,103.308,4-Apr,0.643,Rap
77448,Shoreline Mafia,Dope House,53,0.103,0.784,172384,0.356,7.42E-06,C#,0.223,-8.717,Major,0.438,161.46,4-Apr,0.165,Rap
45463,Fabolous,Into You (feat. Ashanti),63,0.179,0.726,274333,0.568,0,G,0.0488,-8.358,Minor,0.0298,91.906,4-Apr,0.631,Rap
83983,Post Malone,White Iverson,83,0.233,0.675,256533,0.562,0,G,0.0816,-7.678,Major,0.0352,130.098,4-Apr,0.309,Rap
85902,Mac Miller,Life Ain't Easy,50,0.0399,0.45,157691,0.798,0,G,0.199,-3.756,Major,0.238,188.86,4-Apr,0.656,Rap
39547,Yung Gravy,Forget Me Thots,65,0.243,0.887,184000,0.737,4.11E-05,F#,0.109,-6.489,Minor,0.16,?,4-Apr,0.685,Rap
58244,Lil Peep,Save That Shit,81,0.0262,0.534,231547,0.583,0,D,0.421,-8.672,Major,0.0288,105.997,4-Apr,0.145,Rap
87878,empty_field,Down In the DM - Remix,56,0.00243,0.791,259072,0.634,5.43E-05,C#,0.0812,-7.684,Minor,0.0639,152.961,4-Apr,0.323,Rap
65930,Lil Dicky,Personality (feat. T Pain),55,0.224,0.738,-1,0.709,0,F,0.504,-4.87,Minor,0.238,95.945,4-Apr,0.832,Rap
27852,Roddy Ricch,Cream,63,0.158,0.894,168160,0.625,0,G#,0.171,-6.703,Major,0.302,150.026,4-Apr,0.428,Rap
30377,Hoodie Allen,Ain't Ready,53,0.138,0.762,190036,0.714,0,A,0.0604,-5.352,Minor,0.275,100.001,4-Apr,0.823,Rap
34411,Birdman,Anythang,52,0.0931,0.869,245907,0.48,0,A#,0.0957,-6.683,Major,0.0642,111.004,4-Apr,0.0583,Rap
33918,Mac Miller,Lucky Ass Bitch,55,0.0114,0.728,256251,0.601,0,C#,0.249,-6.472,Minor,0.251,146,4-Apr,0.22,Rap
80025,"Tyler, The Creator",Domo23,60,0.167,0.726,158760,0.565,0,C#,0.262,-5.564,Minor,0.363,133.036,4-Apr,0.597,Rap
44412,Tech N9ne Collabos,Straight Out the Gate: (The Scott Stevens Remix) - Bonus Track,54,0.00157,0.556,224213,0.868,0,A,0.512,-5.741,Major,0.0441,164.075,4-Apr,0.433,Rap
61556,Anthrax,Madhouse,61,0.0242,0.325,259760,0.885,0.00432,A,0.735,-10.661,Major,0.0904,163.578,4-Apr,0.482,Rap
52868,Young Dolph,What's the Deal,51,0.106,0.866,-1,0.947,0,G,0.631,-5.365,Major,0.272,132.013,4-Apr,0.813,Rap
83693,A$AP Mob,FYBR (First Year Being Rich),56,0.194,0.921,211840,0.442,6.11E-06,C#,0.0907,-6.347,Major,0.287,?,4-Apr,0.0552,Rap
49893,Yella Beezy,Up One (Remix) (feat. Lil Baby),56,0.00742,0.955,283993,0.468,4.60E-05,A,0.104,-9.835,Major,0.484,129.921,4-Apr,0.304,Rap
63485,Nelly Furtado,Maneater,56,0.0335,0.717,-1,0.777,0.000179,F#,0.107,-4.739,Major,0.0636,?,4-Apr,0.729,Rap
48834,Future,Wicked,63,0.00191,0.718,173347,0.679,0.0104,B,0.385,-5.899,Minor,0.0706,157.97,4-Apr,0.205,Rap
91682,21 Savage,Thug Life,57,0.159,0.8,263427,0.467,0,C,0.653,-9.974,Major,0.45,132.054,4-Apr,0.307,Rap
69353,G-Eazy,Lady Killers (feat. Hoodie Allen),62,0.00193,0.394,249401,0.771,0,D#,0.114,-6.873,Major,0.29,145.947,4-Apr,0.548,Rap
29659,Kanye West,POWER,79,0.0162,0.543,292093,0.915,0,C,0.744,-4.746,Minor,0.113,153.998,4-Apr,0.577,Rap
88443,All That Remains,Fuck Love,53,0.000191,0.508,178213,0.951,0.0221,C#,0.917,-4.372,Major,0.0816,96.022,4-Apr,0.133,Rap
52282,Roddy Ricch,Feed Tha Streets 2 (Intro),62,0.0767,0.971,169887,0.614,0,A#,0.236,-5.844,Minor,0.113,112.994,4-Apr,0.27,Rap
52782,Adam Calhoun,Shut up (feat. Big Murph),50,0.0771,0.837,153077,0.653,0,C,0.432,-5.148,Minor,0.16,138.007,4-Apr,0.292,Rap
62077,Ski Mask The Slump God,The Human Centipede,60,0.182,0.902,140356,0.675,0,D,0.12,-6.717,Major,0.164,130.118,4-Apr,0.62,Rap
55426,O.T. Genasis,CoCo,65,0.00215,0.886,239574,0.628,1.15E-05,G#,0.31,-5.949,Major,0.131,119.906,4-Apr,0.178,Rap
56765,A$AP Rocky,Hell (feat. Santigold),56,0.114,0.669,231787,0.489,0,G,0.184,-9.13,Major,0.137,?,4-Apr,0.258,Rap
23884,Mac Miller,Man In The Hat,49,0.546,0.566,196272,0.788,0,G,0.0997,-8.025,Major,0.371,128.216,4-Apr,0.533,Rap
28190,Justin Timberlake,Let the Groove Get In,52,0.204,0.785,431613,0.841,0.00235,E,0.29,-5.962,Minor,0.064,116.921,4-Apr,0.437,Rap
84205,Linkin Park,ROADS UNTRAVELED,64,0.263,0.599,229933,0.788,0.00525,G#,0.155,-6.25,Minor,0.0294,100.001,3-Apr,0.581,Rap
68218,Kendrick Lamar,good kid,56,0.0623,0.451,214120,0.831,0,F,0.185,-8.641,Minor,0.307,176.162,4-Apr,0.41,Rap
53020,"Tyler, The Creator",OKRA,69,0.0456,0.589,151027,0.57,1.51E-06,C#,0.137,-9.54,Major,0.361,136.203,4-Apr,0.441,Rap
82892,Snoop Dogg,Tha Shiznit,59,0.00197,0.769,280600,0.691,0,E,0.298,-4.59,Minor,0.0563,96.792,4-Apr,0.681,Rap
53294,Kid Cudi,Simple As...,52,0.261,0.802,151333,0.753,0.0002,C#,0.581,-4.718,Major,0.112,95.011,4-Apr,0.506,Rap
46491,Logic,Yuck,64,0.194,0.631,173693,0.805,0,B,0.132,-5.401,Minor,0.369,155.864,4-Apr,0.674,Rap
83235,Juice WRLD,Armed And Dangerous,89,0.186,0.736,169999,0.67,0,A#,0.114,-6.702,Major,0.311,130.032,4-Apr,0.845,Rap
73027,Dave East,Perfect,56,0.0509,0.76,316133,0.571,0,A,0.125,-5.318,Major,0.0655,?,4-Apr,0.151,Rap
23251,Kevin Gates,Out the Mud,62,0.0402,0.854,241187,0.709,0,A#,0.0901,-5.214,Minor,0.105,?,4-Apr,0.403,Rap
38109,Ghostemane,Death by Dishonor,67,0.00454,0.81,-1,0.735,0.0828,G#,0.115,-4.522,Major,0.171,119.994,4-Apr,0.134,Rap
31520,Deftones,Digital Bath,60,0.00122,0.338,255373,0.859,0.211,E,0.0936,-4.938,Minor,0.0824,92.966,4-Apr,0.504,Rap
24384,Drake,Pound Cake / Paris Morton Music 2,63,0.139,0.521,433800,0.762,1.11E-05,D,0.114,-6.75,Major,0.534,?,4-Apr,0.264,Rap
76920,Oliver Francis,Anti-Grav,60,0.0358,0.639,193341,0.549,0,A#,0.124,-8.145,Minor,0.267,79.466,4-Apr,0.235,Rap
36951,"Tyler, The Creator",PartyIsntOver/Campfire/Bimmer,60,0.0715,0.443,438493,0.576,0.0193,C#,0.41,-8.696,Minor,0.2,151.835,4-Apr,0.128,Rap
59124,Vince Staples,Run the Bands,55,0.299,0.912,-1,0.7,0,C,0.444,-4.282,Major,0.0663,138.066,4-Apr,0.484,Rap
58175,Metro Boomin,Don't Come Out The House (with 21 Savage),81,0.00661,0.87,168347,0.35,0.000483,C#,0.108,-6.082,Major,0.277,74.963,4-Apr,0.175,Rap
72821,Tay-K,Lemonade,65,0.104,0.744,132000,0.385,2.43E-05,F#,0.124,-8.129,Minor,0.602,160.033,4-Apr,0.228,Rap
39308,JID,Hereditary,59,0.466,0.491,243206,0.551,1.94E-05,G,0.199,-12.332,Major,0.358,154.992,4-Apr,0.361,Rap
49633,"Tyler, The Creator",Answer,62,0.00329,0.368,230067,0.838,5.74E-06,G#,0.115,-6.465,Minor,0.0487,72.19,4-Apr,0.477,Rap
22784,Jacquees,All About Us,52,0.743,0.57,181027,0.383,0,C#,0.0976,-10.11,Minor,0.115,67.165,4-Apr,0.797,Rap
40884,Shinedown,Outcast,55,0.000491,0.487,205613,0.961,4.99E-06,A#,0.0861,-3.278,Major,0.0883,148.036,4-Apr,0.429,Rap
43930,Night Lovell,RIP Trust,59,0.67,0.793,165231,0.625,4.75E-05,A,0.218,-6.726,Major,0.072,130.047,4-Apr,0.181,Rap
65433,Logic,Take It Back,63,0.0629,0.837,400013,0.84,0,G,0.329,-4.293,Major,0.239,135.004,4-Apr,0.692,Rap
48934,Young Dolph,Paranoid,49,0.00373,0.744,186012,0.639,0,D,0.161,-6.083,Major,0.161,146.071,4-Apr,0.428,Rap
53031,Timbaland,Give It To Me,54,0.17,0.973,234027,0.723,0.000282,G#,0.0863,-4.017,Major,0.0569,110.625,4-Apr,0.751,Rap
28897,1takejay,Arco,54,0.00965,0.715,165564,0.58,0,A,0.106,-9.933,Major,0.293,99.944,4-Apr,0.257,Rap
79260,Boogie,Skydive,61,0.541,0.669,-1,0.531,4.85E-05,G,0.12,-8.514,Major,0.0625,146.751,4-Apr,0.387,Rap
37371,Jaden Smith,Lost Boy,57,0.0127,0.364,569874,0.692,0.331,E,0.179,-6.498,Minor,0.0519,89.992,4-Apr,0.144,Rap
23893,Kanye West,Don't Like.1 - Album Version (Edited),46,0.00708,0.499,282880,0.604,0,D,0.113,-5.443,Major,0.296,132.069,4-Apr,0.626,Rap
22208,Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),67,0.0544,0.604,361280,0.436,0.000242,D,0.162,-8.32,Major,0.188,107.978,4-Apr,0.239,Rap
49773,empty_field,Autumn Leaves,58,0.302,0.594,268813,0.606,0,C#,0.14,-7.931,Major,0.334,72.854,4-Apr,0.431,Rap
50051,Drake,Glow,61,0.227,0.669,206120,0.385,0,C,0.7,-8.901,Major,0.378,162.039,4-Apr,0.391,Rap
88872,Usher,Hey Daddy (Daddy's Home),60,0.000176,0.59,224093,0.698,0,B,0.107,-4.262,Major,0.0286,95.975,4-Apr,0.352,Rap
86349,N.W.A.,Dopeman - Remix,52,0.00253,0.82,320172,0.568,0,G,0.07,-9.311,Major,0.38,176.24,4-Apr,0.674,Rap
90229,Russ,Manifest,51,0.201,0.438,142054,0.483,0,E,0.109,-10.344,Minor,0.282,150.292,4-Apr,0.142,Rap
89498,Staind,Mudshovel,64,0.000224,0.328,282093,0.826,0.000944,F#,0.0818,-5.085,Major,0.0362,106.606,4-Apr,0.341,Rap
28575,Far East Movement,Like A G6,67,0.00676,0.435,216893,0.837,0,D#,0.117,-8.126,Major,0.449,124.913,4-Apr,0.778,Rap
45251,G-Eazy,Him & I (with Halsey),82,0.0534,0.589,268867,0.731,0,D,0.308,-6.343,Major,0.0868,?,4-Apr,0.191,Rap
44401,Lil Pump,Next (feat. Rich the Kid),59,0.1,0.755,148320,0.56,0,C#,0.0778,-5.497,Major,0.157,78.033,4-Apr,0.587,Rap
29597,Yelawolf,Get Mine (feat. Kid Rock),51,0.0724,0.673,263507,0.82,0,D,0.127,-4.038,Major,0.356,177.996,4-Apr,0.168,Rap
38265,Jhene Aiko,Moments,63,0.373,0.48,-1,0.643,1.16E-05,G#,0.179,-7.62,Minor,0.217,117.443,5-Apr,0.237,Rap
63170,rei brown,Wouldn't It Be Great,57,0.945,0.487,-1,0.306,0.721,G,0.102,-13.161,Major,0.039,109.974,4-Apr,0.164,Rap
45680,Iyaz,Solo,57,0.197,0.73,-1,0.728,0,B,0.197,-3.113,Major,0.0291,?,4-Apr,0.68,Rap
89257,Tyga,Swap Meet,63,0.00392,0.893,198856,0.633,0,G,0.134,-6.436,Major,0.194,92.519,4-Apr,0.772,Rap
52686,DRAM,Gilligan,53,0.029,0.875,207801,0.673,0,C#,0.318,-7.74,Major,0.21,148.01,4-Apr,0.621,Rap
90678,Rae Sremmurd,Real Chill,55,0.0443,0.842,267627,0.609,0,B,0.106,-5.867,Major,0.19,129.942,4-Apr,0.184,Rap
56640,"Tyler, The Creator",Tron Cat,51,0.0302,0.632,253747,0.634,0,G#,0.153,-8.415,Major,0.274,81,4-Apr,0.388,Rap
34350,Vince Staples,FUN!,67,0.616,0.953,171107,0.554,0.000869,C,0.106,-5.12,Major,0.076,101.011,4-Apr,0.457,Rap
59982,Travis Scott,SICKO MODE,94,0.00513,0.834,312820,0.73,0,G#,0.124,-3.714,Major,0.222,155.008,4-Apr,0.446,Rap
74622,Papa Roach,Between Angels And Insects,61,0.000207,0.519,234467,0.961,0.000419,D,0.195,-3.214,Minor,0.0642,93.466,4-Apr,0.344,Rap
32429,Cardi B,Foreva,60,0.384,0.862,202919,0.685,0.000146,A,0.0909,-6.281,Major,0.352,?,4-Apr,0.43,Rap
59968,Disturbed,Land Of Confusion,65,4.44E-05,0.553,287067,0.991,0.0695,G#,0.179,-3.703,Major,0.0925,114.92,4-Apr,0.324,Rap
60874,Boogie,Nigga Needs,54,0.226,0.608,165307,0.571,0,F,0.146,-8.368,Minor,0.423,58.312,4-Apr,0.201,Rap
71584,JID,Hasta Luego - Bonus,62,0.0359,0.769,-1,0.505,0.000106,B,0.107,-6.882,Minor,0.252,140.063,4-Apr,0.297,Rap
58122,Ty Dolla $ign,Dawsin's Breek (feat. Jeremih),52,0.00963,0.907,165200,0.709,4.44E-06,B,0.106,-3.339,Major,0.0594,129.007,4-Apr,0.439,Rap
39274,Thousand Foot Krutch,Take It Out On Me,63,0.00281,0.465,197373,0.813,0,G,0.0464,-4.321,Major,0.0841,148.027,4-Apr,0.614,Rap
67777,Yelawolf,Best Friend,64,0.0174,0.75,314280,0.906,0,C,0.0551,-5.028,Major,0.0477,135.96,4-Apr,0.562,Rap
45399,Eminem,Brain Damage,61,0.00917,0.866,226733,0.599,0,D,0.0655,-7.903,Major,0.163,94.982,4-Apr,0.831,Rap
26403,King Lil G,Ak47,53,0.47,0.749,227987,0.517,0,B,0.136,-11.502,Major,0.295,119.901,4-Apr,0.15,Rap
51105,empty_field,I Watched Her Leave,52,0.35,0.655,176588,0.493,0,B,0.54,-11.757,Minor,0.491,83.079,4-Apr,0.44,Rap
26255,G-Eazy,Marilyn (feat. Dominique Le Jeune),60,0.131,0.435,196216,0.641,0,A#,0.273,-7.274,Major,0.104,115.534,3-Apr,0.156,Rap
78984,Saving Abel,Addicted,70,0.000821,0.512,222827,0.865,0,G,0.0982,-4.146,Major,0.0338,138.017,4-Apr,0.529,Rap
86757,XXXTENTACION,Jocelyn Flores,90,0.469,0.872,119133,0.391,4.13E-06,C,0.297,-9.144,Minor,0.242,134.021,4-Apr,0.437,Rap
90036,Lil Yase,Mad,55,0.039,0.703,-1,0.688,0,D#,0.233,-8.931,Major,0.49,180.081,4-Apr,0.5,Rap
55765,PnB Rock,Lovin' (feat. A Boogie Wit da Hoodie),67,0.00258,0.595,-1,0.606,0,F,0.344,-6.335,Minor,0.0316,92.075,4-Apr,0.168,Rap
90366,empty_field,Willy Wonka (feat. Offset),63,0.0071,0.879,222773,0.609,0,E,0.072,-4.943,Minor,0.114,123.991,4-Apr,0.569,Rap
77141,Smokepurpp,Phantom,58,0.14,0.939,145171,0.617,0,G,0.112,-5.933,Minor,0.298,131.949,4-Apr,0.68,Rap
34745,Big Sean,Bigger Than Me,58,0.296,0.379,292520,0.644,0,A#,0.313,-7.933,Minor,0.112,89.349,5-Apr,0.144,Rap
28313,Russ,Scared,64,0.652,0.597,179067,0.418,0,F,0.12,-10.03,Minor,0.177,129.948,4-Apr,0.313,Rap
35720,Belly,Re Up,54,0.656,0.769,259227,0.498,0,F,0.105,-9.792,Minor,0.248,104.054,4-Apr,0.438,Rap
76789,G Herbo,Bought a Tool,54,0.0712,0.719,210047,0.695,0,C#,0.346,-5.144,Major,0.37,148.034,4-Apr,0.605,Rap
35921,DJ Khaled,To the Max,55,0.0184,0.461,-1,0.812,0.000375,A#,0.21,-5.776,Minor,0.241,159.869,4-Apr,0.72,Rap
28527,Post Malone,Hit This Hard,68,0.294,0.628,249027,0.553,0.00551,C,0.0825,-8.967,Major,0.0472,140.026,4-Apr,0.367,Rap
88222,Belly,Maintain,61,0.333,0.878,216240,0.62,0,D,0.391,-5.485,Major,0.112,133.027,4-Apr,0.218,Rap
86062,112,Dance with Me,60,0.0259,0.912,231800,0.511,0,A,0.0442,-6.365,Major,0.203,101.628,4-Apr,0.611,Rap
21511,Cris Cab,Just Wanna Love You (feat. J. Balvin),65,0.0557,0.687,-1,0.766,0.00107,B,0.146,-6.08,Major,0.054,94.973,4-Apr,0.303,Rap
86527,empty_field,The Hills,82,0.0671,0.58,-1,0.565,0,C,0.135,-7.065,Minor,0.0488,112.986,4-Apr,0.138,Rap
59589,Trey Songz,"Touchin, Lovin (feat. Nicki Minaj)",64,0.0405,0.813,221972,0.58,8.45E-06,B,0.349,-6.724,Major,0.0746,100.045,4-Apr,0.443,Rap
74721,Youngbloodz,Presidential,47,0.0237,0.682,241120,0.523,0,D,0.18,-9.69,Major,0.335,170.049,4-Apr,0.366,Rap
26614,Witt Lowry,Let Me Know (feat. Tori Solkowski),57,0.651,0.548,256237,0.791,0,G,0.365,-5.904,Major,0.382,104.523,5-Apr,0.278,Rap
44236,Key Glock,Dig That,54,0.243,0.86,152533,0.459,0,D,0.0839,-7.131,Major,0.446,140.057,4-Apr,0.347,Rap
88853,T.I.,Go Get It,56,0.00212,0.366,217520,0.667,0,C#,0.398,-5.683,Major,0.246,?,4-Apr,0.51,Rap
74010,Kevin Gates,Paper Chasers,59,0.494,0.464,188600,0.9,0,D,0.206,-3.512,Major,0.349,?,4-Apr,0.677,Rap
40311,Pouya,Middle of the Mall,61,0.0818,0.8,137770,0.696,0,F#,0.121,-5.354,Minor,0.393,159.953,4-Apr,0.628,Rap
85238,Salt-N-Pepa,Push It,67,0.00684,0.926,272133,0.6,0.00187,G,0.0901,-12.485,Major,0.0883,127.247,4-Apr,0.97,Rap
72535,Brent Faiyaz,Burn One (Interlude),54,0.79,0.693,108562,0.278,0,D#,0.366,-11.715,Minor,0.114,85.076,3-Apr,0.862,Rap
74336,Adam Calhoun,Public Enemy,51,0.0524,0.636,148640,0.688,0,B,0.125,-6.11,Minor,0.318,80.831,4-Apr,0.46,Rap
36086,Logic,Contra,67,0.102,0.805,217147,0.824,0,C#,0.198,-5.844,Major,0.0534,?,4-Apr,0.649,Rap
32284,Meek Mill,Litty (feat. Tory Lanez),68,0.0451,0.592,280615,0.701,0,A#,0.327,-4.014,Minor,0.0858,129.501,4-Apr,0.282,Rap
88673,Lil Uzi Vert,Grab the Wheel,63,0.388,0.748,295680,0.48,0,F,0.139,-6.37,Minor,0.14,137.835,4-Apr,0.296,Rap
53604,The Diplomats,Dipset Anthem,56,0.0952,0.603,249040,0.688,0,C,0.24,-5.732,Major,0.244,83.508,4-Apr,0.45,Rap
57557,Lil Yachty,66,73,0.0455,0.667,153475,0.723,0.000179,F,0.213,-4.31,Minor,0.27,148.057,4-Apr,0.251,Rap
33630,Mac Miller,The Question,60,0.0559,0.736,371871,0.583,0.00351,G,0.124,-6.089,Minor,0.111,?,4-Apr,0.27,Rap
30720,Rae Sremmurd,This Could Be Us,72,0.275,0.718,206307,0.692,0,F,0.118,-5.06,Minor,0.148,142.992,4-Apr,0.721,Rap
65438,DeJ Loaf,Make You Fall In Love,54,0.213,0.636,-1,0.481,0,G#,0.123,-6.323,Major,0.113,?,4-Apr,0.346,Rap
56969,Tyga,Dope,50,0.0126,0.8,223093,0.516,0,F#,0.134,-7.321,Major,0.279,94.957,4-Apr,0.363,Rap
74582,Rehab,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,62,0.111,0.692,229040,0.689,0,E,0.343,-5.988,Major,0.0461,75.983,4-Apr,0.641,Rap
88741,T.I.,Whatever You Like,75,0.0161,0.68,249533,0.687,0,A,0.261,-6.162,Minor,0.0709,150.053,4-Apr,0.467,Rap
27254,JID,NEVER,70,0.0276,0.593,241682,0.647,1.47E-05,C#,0.0673,-7.49,Major,0.313,103.951,4-Apr,0.23,Rap
53417,Kevin Gates,No Love,57,0.0244,0.502,198508,0.545,0.00148,G,0.335,-6.386,Major,0.379,120.826,4-Apr,0.204,Rap
31480,Young Dolph,On God,54,0.0189,0.885,197853,0.578,0,C#,0.089,-6.41,Major,0.372,145.01,4-Apr,0.453,Rap
73069,King Lil G,Hopeless Boy (feat. David Ortiz),57,0.0839,0.575,-1,0.609,8.46E-05,F#,0.62,-8.037,Minor,0.19,93.774,4-Apr,0.392,Rap
88615,$uicideBoy$,FUCKTHEPOPULATION,65,0.29,0.818,150187,0.576,0,C,0.105,-7.588,Minor,0.162,96.189,3-Apr,0.285,Rap
24301,Bad Meets Evil,Welcome 2 Hell,55,0.174,0.799,177720,0.935,0,C#,0.375,-2.433,Major,0.32,141.957,4-Apr,0.842,Rap
52298,Jennifer Lopez,Te Guste,74,0.119,0.877,-1,0.619,0,A,0.088,-6.692,Minor,0.233,138.109,4-Apr,0.222,Rap
51261,BEXEY,GO GETTA,59,0.0334,0.913,146939,0.574,0,C#,0.119,-7.022,Major,0.298,98.028,4-Apr,0.33,Rap
60027,Jacquees,You (Remix) feat. Blueface - Remix,70,0.464,0.723,224240,0.43,0,G#,0.112,-9.08,Minor,0.0569,114.94,4-Apr,0.332,Rap
40010,Kevin Gates,I Don't Get Tired (#IDGT) (feat. August Alsina),66,0.0524,0.492,209707,0.698,0,C#,0.428,-5.606,Major,0.171,139.953,4-Apr,0.288,Rap
45822,Drake,Summers Over Interlude,59,0.325,0.688,106333,0.278,0.00601,E,0.101,-8.804,Minor,0.0299,132.02,3-Apr,0.32,Rap
69976,Chance the Rapper,Blessings,65,0.723,0.714,-1,0.343,5.48E-06,A#,0.102,-7.641,Major,0.38,72.348,4-Apr,0.372,Rap
84809,Kevin Gates,Word Around Town (feat. Rich Homie Quan),50,0.0153,0.783,191533,0.615,0,C#,0.102,-5.533,Major,0.189,140.872,4-Apr,0.562,Rap
86292,Miguel,waves - Tame Impala Remix,67,0.308,0.529,253347,0.894,5.38E-06,D,0.254,-3.599,Major,0.0412,108.024,4-Apr,0.543,Rap
53463,NF,Motivated,55,0.05,0.499,261200,0.818,0,G,0.11,-5.179,Major,0.37,81.104,4-Apr,0.407,Rap
62220,Yung Gravy,Mr. Clean,75,0.685,0.758,211150,0.701,6.22E-06,A,0.114,-6.053,Major,0.162,106.74,4-Apr,0.626,Rap
72171,Future,Who,51,0.0969,0.846,192026,0.635,0,G#,0.343,-6.549,Major,0.22,110.034,4-Apr,0.51,Rap
86261,Falling In Reverse,Pick Up The Phone,52,0.0294,0.445,277627,0.885,0,D,0.673,-3.475,Minor,0.236,105.533,4-Apr,0.504,Rap
69485,Gucci Mane,Miss My Woe (feat. Rico Love),56,0.0918,0.693,258480,0.682,0,A,0.186,-6.131,Major,0.331,159.95,4-Apr,0.193,Rap
62853,Witt Lowry,Silicone Kingdom,56,0.0473,0.757,320871,0.648,0,G#,0.0938,-7.648,Major,0.312,126.046,4-Apr,0.452,Rap
65663,Kendrick Lamar,GOD.,66,0.0347,0.706,248827,0.557,0,C,0.276,-5.8,Major,0.0813,132.98,4-Apr,0.205,Rap
59149,empty_field,Huey,56,0.55,0.423,112067,0.59,4.22E-05,A,0.306,-7.37,Minor,0.156,76.035,4-Apr,0.387,Rap
61779,Dreezy,Love Someone (feat. Jacquees),52,0.048,0.735,247721,0.473,0,C#,0.221,-9.547,Major,0.196,124.178,4-Apr,0.439,Rap
39245,Rae Sremmurd,Come Get Her,76,0.184,0.687,212947,0.563,0,D,0.0681,-6.214,Major,0.163,185.056,4-Apr,0.112,Rap
76278,American Authors,Stay Around,60,0.00137,0.645,221320,0.905,4.79E-05,B,0.0699,-5.052,Minor,0.117,?,4-Apr,0.385,Rap
24215,Souls Of Mischief,93 'Til Infinity,69,0.125,0.59,286440,0.672,1.04E-06,C#,0.147,-11.792,Major,0.412,206.247,4-Apr,0.688,Rap
23778,T-Pain,5 O'Clock,61,0.168,0.4,281533,0.882,0,G,0.124,-1.958,Minor,0.334,167.114,4-Apr,0.385,Rap
22831,Young Thug,Audemar (feat. Tracy T),54,0.0296,0.907,-1,0.499,0,G#,0.118,-9.985,Major,0.256,131.97,4-Apr,0.559,Rap
72246,Yung Gravy,1 Thot 2 Thot Red Thot Blue Thot,76,0.148,0.79,131139,0.768,0.000947,F#,0.126,-5.638,Major,0.284,80.029,4-Apr,0.691,Rap
58778,The Notorious B.I.G.,Hypnotize,70,0.176,0.895,-1,0.694,0,A,0.292,-4.384,Major,0.275,93.944,4-Apr,0.632,Rap
37827,Macklemore,And We Danced (feat. Ziggy Stardust),65,0.458,0.758,246213,0.676,0,F,0.0954,-6.598,Major,0.0792,124.998,4-Apr,0.712,Rap
81644,Falling In Reverse,Superhero,55,0.000424,0.35,193447,0.971,0,C#,0.216,-2.842,Minor,0.0821,173.023,4-Apr,0.513,Rap
28601,Mario,Let Me Love You,80,0.235,0.656,256733,0.578,0,G,0.118,-8.97,Minor,0.0922,94.514,4-Apr,0.556,Rap
30641,Logic,BoomTrap Protocol,64,0.0637,0.746,221360,0.531,2.66E-06,A#,0.118,-5.607,Minor,0.0379,77.047,4-Apr,0.321,Rap
80290,Westside Connection,"The Gangsta, The Killa And The Dope Dealer",55,0.34,0.805,251067,0.737,0,B,0.901,-7.284,Major,0.251,92.929,4-Apr,0.486,Rap
20884,Tory Lanez,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,84,0.0226,0.698,248521,0.66,0,C,0.0622,-7.883,Major,0.052,159.949,4-Apr,0.451,Rap
62394,Kota the Friend,Smile,53,0.764,0.828,160179,0.394,0,A,0.109,-9.837,Major,0.1,?,4-Apr,0.476,Rap
